Name,ShortName,StartDate,City,Country,ExternalUrl
International Telemetering Conference 2023,TELEMETRY2023,2023-10-23T07:00:00Z,"Las Vegas, NV",USA,https://telemetry.org
The 5th International Conference on Pattern Analysis and Intelligent Systems,PAISconf2023,2023-10-24T23:00:00Z,Setif,Algeria,http://pais.univ-setif.dz
"The 1st International Conference on Electronics Engineering, Technology of Telecommunications Advanced Applications",ETA2023,2023-10-24T22:00:00Z,Bordj Bou Arreridj,Algeria,https://sites.google.com/view/2eta2023/
BDA - French National Database Conference 2023,BDA2023,2023-10-22T22:00:00Z,Montpellier,France,https://bda2023.sciencesconf.org/ 
International Conference of University Librarians Association of Sri Lanka 2023,ICULA2023,2023-05-17T18:30:00Z,Colombo,Sri Lanka,https://ulasl.lk/icula2023/
Intelligent computing and control for Engineering and Business systems ,ICCEBS2023,2023-08-31T18:30:00Z,chennai,India,https://iccebs2023.in/
IEEE Workshop on Applications of Signal Processing to Audio and Acoustics 2023,WASPAA2023,2023-10-22T08:00:00Z,New Paltz,USA,https://waspaa.com
4th Annual SU2 Conference 2023,SU2CONF2023,2023-10-23T08:00:00Z,Varenna,Italy,https://su2foundation.org/su2conference2023/
"Razak Annual Technology, Informatics and Policy Seminar RATIPS 2023",RATIPS2023,2023-10-24T08:00:00Z,Kuala Lumpur,malaysia,https://razak.utm.my/rrw2023/ratips2023/
 OAGM Workshop 2023,OAGM2023,2023-10-23T22:00:00Z,Vienna,Austria,https://workshops.aapr.at/
Faculty Annual Research Session 2023,FARS2023,2023-10-24T18:30:00Z,Vavuniya,Sri Lanka,https://fas.vau.ac.lk/fars2023
ICF Turkiye Congress 2023,ICFTR2023,2023-10-22T21:00:00Z,Ankara,Turkiye,https://icf-tr.org.tr
2023 7th International Conference on E-Business and Internet,ICEBI2023,2023-10-20T08:00:00Z,Singapore,Singapore,http://icebi.org/index.html
THE DEVELOPMENT OF CONTEMPORARY ISLAMIC  CALLIGRAPHY IN SOUTHEAST ASIA: An Analysis of Islamic Calligraphy Painting Works in Indonesia and Malaysia ,IFC2023,2023-10-21T07:00:00Z,Cattanooga,USA,https://www2.indonesiafocus.net/
2023 International Conference on Control Theory and Applications,ICoCTA2023,2023-10-20T08:00:00Z,Xiamen,China,https://www.icocta.org/
"3. Interdisciplinary Conference on Mechanics, Computers and Electrics",ICMECE2023,2023-10-21T08:00:00Z,Istanbul,Turkey,http://icmece.org
The 6th International Workshop on Knowledge Graph Management and Applications,KGMA2023,2023-10-20T08:00:00Z,Wuhan,China,https://kgma-conf.github.io/2023/
1st International Conference on Emerging Technologies in Computer Science 2023,ICETCS2023,2023-10-21T08:00:00Z,Goa,India,https://icetcs.in/
MICCAI Workshop on 2nd Resource-Efficient Medical Image Analysis,REMIA2023,2023-10-18T08:00:00Z,Vancouver,Canada,https://miccai-remia.github.io/
"2023 International Conference on Automation, Control and Electronics Engineering (CACEE 2023)",CACEE2023,2023-10-20T08:00:00Z,Chongqing,China,http://www.cacee2023.net/
"2023 International Conference on Artificial Intelligence, Communications and Mechatronics (AICME 2023) ",AICME2023,2023-10-20T08:00:00Z,Chongqing,China,http://www.aicme-conf.net/
"2023 6th International Conference on Computer Graphics, Image and Visualization (CCGIV 2023)",CCGIV2023,2023-10-20T08:00:00Z,Chengdu,China,http://www.ccgiv.net/
2023 6th International Conference on Software Engineering and Computer Science (CSECS 2023),CSECS2023,2023-10-20T08:00:00Z,Chengdu,China,http://www.csse2023.net/
2023 International Annual Conference on Complex Systems and Intelligent Science,CSISIAC2023,2023-10-20T08:00:00Z,Shenzhen,China,http://www.conference123.org/csisiac2023
Society for the Advancement of Biology Education Research (SABER) Midwest Regional Meeting,SABERMidwest2023,2023-10-20T08:00:00Z,St. Louis,USA,https://www.danforthcenter.org/event/saber-midwest-2023/
Hinweis Second International Conference on Artificial Intelligence and Data Science,HAIDE2023,2023-10-21T08:00:00Z,Bengaluru,India,http://icaids.thehinweis.com/2023/
Hinweis Second International Conference on Power Control and Embedded System,PCES2023,2023-10-21T08:00:00Z,Bengaluru,India,http://icpces.thehinweis.com/2023/
9th Turkish Medical World Congress,TTDK2023,2023-10-19T08:00:00Z,Istanbul,Türkiye,https://sites.google.com/view/ttdk2023
INTERNATIONAL CONFERENCE ON SUSTAINABLE ENVIRONMENTAL SCIENCE AND TECHNOLOGY 2023,ICESTech2023,2023-10-21T07:00:00Z,Johor,Malaysia,https://fkt.utm.my/icest2023/
5th International Conference on Sustainable and Innovative Solutions for Current Challenges in Engineering & Technology,ICSISCET2023,2023-10-20T18:30:00Z,Gwalior,India,https://scrs.in/conference/icsiscet2023
2023 International Conference on Frontiers of Intelligent Manufacturing and Automation,CFIMA2023,2023-10-19T16:00:00Z,,Tianjin,http://www.cfima.org
2023 2nd Asian Confernce on Frontiers of Power and Energy ,ACFPE2023,2023-10-19T16:00:00Z,Chengdu,China,https://acfpe.org/
2023 7th International Conference on Naval Architecture and Ocean&Marine Engineering,NAOME2023,2023-10-19T16:00:00Z,Jiangsu,China,http://www.icnaome.org
2023 Workshop on Low Cost Digitalisation for Automation and Control,LCDAC2023,2023-10-20T08:00:00Z,Cambridge,United Kingdom,http://working on it
The 2023 Indonesia Focus Conference,IF2023,2023-10-21T08:00:00Z,Chattanooga,United Stated,https://conference.indonesiafocus.net/
INTERNATIONAL CONFERENCE ON EVOLUTIONARY ALGORITHMS AND SOFT COMPUTING TECHNIQUES,EASCT2023,2023-10-20T08:00:00Z,Bangalore,India,https://easct.in/index.php
Engineering and Technology Management Summit 2023,ETMS2023,2023-10-19T08:00:00Z,İstanbul,Türkiye,https://etms.itu.edu.tr/2023/
5. International Social Sciences Congress,USBK2023,2023-10-19T08:00:00Z,Bayburt,Türkiye,https://usbk.bayburt.edu.tr/
2023 School on Computational Intelligence and Robotics,SAIBOT2023,2023-10-16T07:00:00Z,Cuernavaca,México,http://www.facebook.com/saibotmorelos
INTERNATIONAL CONFERENCE ON CONTENTS COMPUTING AND COMMUNICATION,ICCCC2023,2023-10-19T18:30:00Z,Nashik,India,https://icccc22.matoshri.edu.in/
Ubiquitous Technology in Communication and Artificial Intelligence,UTCA2023,2023-10-19T18:30:00Z,BENGALURU,INDIA,https://www.utca.in/
TRMC 2023 - The 5th International Tourism and Retail Service Management Conference,TRMC2023,2023-10-19T08:00:00Z,Macao SAR,China,https://www.iftm.edu.mo/stm/en/conference/trmc2023/
Asia Pacific Conference for Safety 2023,APSS2023,2023-10-17T08:00:00Z,Bangkok,Thailand,https://apss2023.innosoft.kmutt.ac.th/
INTERNATIONAL CONFERENCE ON Climate Smart Agriculture & the 4AR,ICCSA4AR2023,2023-10-19T08:00:00Z,Khulna,Bangladesh,https://ku.ac.bd/discipline/at
Conference on Applied Machine Learning for Information Security,CAMLIS2023,2023-10-19T08:00:00Z,"Arlington, VA",USA,https://www.camlis.org/
ICLR Paper Swap,ICLRRAIL2023,2023-09-20T08:00:00Z,Berkeley,United States,https://rail.eecs.berkeley.edu/
North Carolina Housing Officers,NCHO2023,2023-10-18T07:00:00Z,"Raleigh, NC",USA,https://ncho.org/conferences/annualconference/
12th International Conference on Software Process Improvement,CIMPS2023,2023-10-18T06:00:00Z,"Tijuana, Baja California",Mexico,http://cimps.org/
I Encontro Nacional de Educação Básica,ENEB2023,2023-10-18T23:00:00Z,Porto,Portugal,https://eneb64.wixsite.com/eneb
Dicle Üniversitesi 1. Uluslararası Fen Bilimleri Lisansüstü Araştırmalar Sempozyumu,UFEBLAS2023,2023-10-18T21:00:00Z,DİYARBAKIR,TÜRKİYE,https://dufeblas.dicle.edu.tr
2023 IEEE 29th International Symposium for Design and Technology in Electronics Packaging,SIITME2023,2023-10-17T21:00:00Z,Craiova,Romania,https://siitme.ro/
21st International Logistics and Supply Chain Congress,LMSCM2023,2023-10-18T21:00:00Z,Gaziantep,Türkiye,https://lmscm2023.hku.edu.tr/
3RD INTERNATIONAL CONGRESS ON ACADEMIC STUDIES IN PHILOLOGY ,BICOASP2023,2023-10-18T21:00:00Z,BANDIRMA,TURKEY,https://bicoasp.bandirma.edu.tr/bicoasp
"International Conference on Computational Intelligence and Network Systems (CINS 2023), BITS Pilani, Dubai",CINS2023,2023-10-17T18:30:00Z,Dubai,United Arab Emirates,https://www.bits-dubai.ac.ae/cins2023/home1.html
1st International Conference on Applied Sports 2023,ICAS2023,2023-10-17T18:30:00Z,Belihuloya,Sri Lanka,https://www.sab.ac.lk/app/icas/
International Computer Music Conference 2023,ICMC2023,2023-10-14T16:00:00Z,Shenzhen,China,http://icmc2023.org.cn
Entrepreneurship for Sustainability & Impact ,ESI2023,2023-10-17T08:00:00Z,Doha,Qatar,https://www.qu.edu.qa/conference/ESI2023
"12th International Conference on Image Processing Theory, Tools and Applications",IPTA2023,2023-10-16T08:00:00Z,Paris,France,https://ipta-conference.com/ipta23/
First National Conference On Advanced Materials and their Applications,NCAMA2023,2023-10-18T08:00:00Z,Tipaza,Algeria,https://sites.google.com/cu-tipaza.dz/ncama2023/home
International Semantic Intelligence Conference ,ISIC2023,2023-10-17T08:00:00Z,Braga,Portugal,https://www.isic2023.semintelligence.org/
NATIONAL CONFERENCE ON TECHNOLOGY FOR THE SOCIETY,NCTSconf2023,2023-10-18T08:00:00Z,CHENNAI,INDIA,https://srmistvdp.edu.in/NCTS2023/
16th INTERNATIONAL CONFERENCE ON INFORMATION SECURITY AND CRYPTOLOGY ,ISCTURKIYE2023,2023-10-18T07:00:00Z,ANKARA,TÜRKİYE,http://www.iscturkey.org
SEARCHING FOR NEW FORMS AND METHODS IN ACADEMIC STUDIES/PUBLISHING / AKADEMİK ÇALIŞMALARDA/YAYINCILIKTA YENİ BİÇİM VE METODOLOJİ ARAYIŞLARI,cinearji2023,2023-10-17T21:00:00Z,Çanakkale,Turkey,https://cinearji.com
International EdTech Conference 2023,IEdTC2023,2023-10-16T18:30:00Z,Pune,India,https://www.ietc2023.semintelligence.org/
International Health Informatics Conference-2023,IHIC2023,2023-10-16T18:30:00Z,NEW DELHI,INDIA,https://www.ihic2023.semintelligence.org/organization
11th International Conference on University Learning and Teaching,InCULT2023,2023-10-17T16:00:00Z,Kuala Lumpur ,Malaysia,https://incult.uitm.edu.my/home
"Symposium on Scientific Initiation, Didatics and Social Extension of FEI",SICFEI2023,2023-10-17T08:00:00Z,Sao Bernardo do Campo,Brazil,https://fei.edu.br/sites/sicfei/
4th International Conference on Frontiers in Computing and Systems,COMSYS2023,2023-10-15T18:30:00Z,Mandi,INDIA,https://comsysconf.org/
International Conference on Water and Flood Management,ICWFM2023,2023-10-14T08:00:00Z,Dhaka,Bangladesh,https://iwfm.buet.ac.bd/site/iwfm/icwfm2021 [This is ICWFM2021 website; new website is under construciton]]
"12th international conference on Computing, Communication and Sensor Networks",CCSN2023,2023-10-14T07:00:00Z,Mumbai,India,https://actsoft.org/ccsn2023
6th International Conference on Contemporary Computing and Informatics,IC3I2023,2023-09-13T18:30:00Z,Greater Noida,India,https://amity.edu/ic3i2023/
2023 9th International Conference on Mechanical Engineering and Automation Science,ICMEAS2023,2023-10-13T08:00:00Z,Xian,China,https://icmeas.org/
2023 International Conference on Network and Information Security,NISecurity2023,2023-10-13T08:00:00Z,Hangzhou,China,http://www.nisecurity.org
2023 International Workshop on Cyber Security,CSW2023,2023-10-13T08:00:00Z,Hangzhou,China,http://www.cybersecurityworkshop.org 
IEEE International Carnahan Conference on Security Technology,ICCST2023,2023-10-11T08:00:00Z,Pune,India,https://site.ieee.org/iccst/
7th International Joint Conference on Advances in Computational Intelligence,IJCACI2023,2023-10-14T08:00:00Z,New Delhi,India,https://scril.sau.int/ijcaci23/
International Conference on Advanced Machine Learning and Deep Learning (ICAMLDL2023),ICAMLDL2023,2023-10-14T08:00:00Z,Raipur,India,http://www.icamldl.com
The 6th Chinese Conference on Pattern Recognition and Computer Vision,PRCV2023,2023-10-13T08:00:00Z,Xiamen,China,http://cmt3.research.microsoft.com/PRCV2023
1st International Congress of Science of Health in Wrestling Sports,ICSHW2023,2023-10-12T21:00:00Z,Çorum,Türkiye,https://icshw.hitit.edu.tr/en/
2023 9th International Symposium on Manufacturing Science and Engineering ,ISMSE2023,2023-10-12T16:00:00Z,Xian,China,https://ismse.net/
2023 3rd International Symposium on Computing and Artificial Intelligence,ISCAI2023,2023-10-12T16:00:00Z,Shanghai,China,http://www.iscai.org
"11th International Conference on Entrepreneurship, Business and Technology (InCEBT) 2023",InCEBT2023,2023-10-13T16:00:00Z,"The Everly, Putrajaya",Malaysia,https://www.incebt.umk.edu.my/
International Conference on Smart Technology and Innovation,SMARTino2023,2023-10-12T08:00:00Z,Errachidia,Morocco,https://www.asca.ma/smartino23/
"2023 International Conference on Distributed Computing, VLSI, Electrical Circuits and Robotics",DISCOVER2023,2023-10-13T08:00:00Z,Mangalore,India,https://www.ieee-discover.org/
International Scientific and Professional Conference - The Legacy of Nikola Tesla – integration of digital solutions,LNT2023,2023-10-13T08:00:00Z,Gospić,Croatia,http://nt.velegs-nikolatesla.hr
2023 INFORMS Workshop on Data Science ,WDS2023,2023-10-14T08:00:00Z,Phoenix,United States,https://sites.google.com/view/data-science-2023/
"International Conference on Robotics, Control, Automation and Artificial Intelligence",RCAAI2023,2023-10-12T08:00:00Z,Manipal,India,https://conference.manipal.edu/RCAAI2023/
2023 IEEE International Conference on  Artificial Intelligence & Green Energy (ICAIGE),ICAIGE2023,2023-10-11T22:00:00Z,Sousse,Tunisia,https://icaige.recherche-scientifique.com/
International Symposium on Sound Engineering and Tonmeistering 2023,ISSET2023,2023-10-11T22:00:00Z,Warsaw,Poland,http://isset2023.ire.pw.edu.pl
"An international conference on Creating and Managing Responsible Organizations - An Emerging Economy Perspective  MDI Gurgaon Gurugram, TERI-SAS",ICCMRO2023,2023-10-11T18:30:00Z,Gurugram,India,https://mdi.ac.in/events/international-conference-on-creating-and-managing-responsible-organisations-an-emerging-economy-pers
"6th International Conference on VLSI, Communication and Signal Processing (VCAS 2023)",VCAS2023,2023-10-11T18:30:00Z,PRAYAGRAJ,INDIA,http://www.mnnit.ac.in/vcas2023/ 
XIII International Conference on Applied Internet and Information Technologies AIIT 2023,AIIT2023,2023-10-13T08:00:00Z,Bitola,North Macedonia,https://aiitconference.org/
II Conference of Reflection of the Young Researchers and Innovators Project in the Department of Cauca 2023,IIJI2023,2023-01-05T08:00:00Z,Popayán,Colombia,https://vri.unicauca.edu.co/joveninvestiga/
2023 International Conference on Analog VLSI Circuits,AVIC2023,2023-10-11T08:00:00Z,Sinaia,Romania,https://www.ieej-ect.org/ect/ectp/index.html
The 35th Annual Conference on Human & Cognitive Language Technology,HCLT2023,2023-10-12T07:00:00Z,Jeju(제주),South Korea,https://sites.google.com/view/hclt2023
Innovations in Intelligent Systems and Applications Conference,ASYU2023,2023-10-11T08:00:00Z,Sivas,Turkey,http://asyu.inista.org
The 36th  Asian-Pacific Technical Exchange and Advisory Meeting  on Marine Structures,TEAM2023,2023-10-10T07:00:00Z,Busan,South Korea,https://team2023.pknu.ac.kr/
The 5th Workshop on Modeling Socio-Emotional and Cognitive Processes from Multimodal Data In-the-Wild,MSECPWild2023,2023-10-08T22:00:00Z,Paris,France,http://msecp-wild.ewi.tudelft.nl/
 4th International Naval Architecture and Maritime Symposium,INTNAM2023,2023-10-10T21:00:00Z,Istanbul,Turkey,https://int-nam.com/
The 5th International Conference on Accounting and Finance in Emerging Economies 2023,ICAFEE2023,2023-10-11T21:00:00Z,Dar es Salaam,Tanzania,http://www.udsm.ac.tz
"2nd International Conference ""Challenges and Reality of the IT-space: Software Engineering and Cybersecurity""",SECS2023,2023-05-10T21:00:00Z,Kyiv,Ukraine,https://secs.knute.edu.ua/
Recent Developments in Control Automation & Power Engineering 2023,RDCAPE2023,2023-10-11T18:30:00Z,Noida,India,https://www.amity.edu/rdcape2023/
"International conference on Recent Advancements in Communication, Computing and Artificial Intelligence",RACCAI2023,2023-10-11T18:30:00Z,Mohali,India,https://www.cgc.ac.in/conference/raccai-2023/
"Big Task Small Data, 1001-AI, MICCAI 2023 Workshop",BTSD2023,2023-10-06T16:00:00Z,Vancouver,Canada,https://btsdmiccai.github.io/
Medical Image Computing and Computer Assisted Intervention 2023 -- Tutorials,MICCAIT2023,2023-10-08T08:00:00Z,Vancouver,Canada,https://conferences.miccai.org/2023/en/
Medical Image Computing and Computer-Assisted Intervention 2023,MICCAI2023,2023-10-08T08:00:00Z,Vancouver,Canada,https://conferences.miccai.org/2023/
Ethical and Philosophical Issues in Medical Imaging Workshop 2023,EPIMI2023,2023-10-08T08:00:00Z,"Vancouver, British Columbia",Canada,https://sites.google.com/view/epimi
FabLearn 2023: XI Conference on Maker Education,FabLearn2023,2023-10-07T08:00:00Z,New York,USA,https://fablearn.global/
 Domain Adaptation and Representation Transfer 2023,DART2023,2023-10-08T08:00:00Z,Vancouver,Canada,https://sites.google.com/view/dart2023
2nd Int'l Workshop on Artificial Intelligence over Infrared Images for Medical Applications,AIIIMA2023,2023-10-08T08:00:00Z,Vancouver,Canada,https://sites.google.com/niramai.com/aiiima
Clinical Translation of Medical Image Computing and Computer Assisted Interventions 2023,CLINICCAI2023,2023-10-08T08:00:00Z,Vancouver,Canada,https://conferences.miccai.org/2023/en/
The Second Workshop on Applications of Medical Artificial Intelligence (AMAI) ,AMAI2023,2023-10-08T08:00:00Z,Vancouver,Canada,https://sites.google.com/view/amai2023/home
MICCAI 2023 Workshop on Computational Diffusion MRI,CDMRI2023,2023-10-08T08:00:00Z,Vancouver,Canada,http://cmic.cs.ucl.ac.uk/cdmri/programme.html
MILLanD 2023: the 2nd Workshop on Medical Image Learning with noisy and Limited Data,MILLanD2023,2023-10-08T08:00:00Z,Vancouver,Canada,https://miccaimilland.wixsite.com/milland2023
